gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
YAR015W	ADE1	3165.13822	3483.083009	4300.415056	2849.921071	2484.022075
YAR018C	KIN3	760.424715	490.894496	509.112778	515.741529	534.709456
YAR019C	CDC15	330.243847	471.520873	517.786045	229.937462	316.19818
YAR019W-A	YAR019W-A	0	0	0	0	0
YAR020C	PAU7	0	0	0	0	0
YAR023C	YAR023C	116.303706	127.922752	331.675687	120.945747	116.383074
YAR027W	UIP3	2165.979418	2672.971051	3066.189661	1295.163692	1689.561448
YAR028W	YAR028W	1532.706562	1059.931378	2367.654145	672.188173	970.835521
YAR029W	YAR029W	546.360062	2913.374691	6042.994151	0	0
YAR030C	YAR030C	482.124655	0	418.1515	124.482465	0
YAR031W	PRM9	1129.38171	573.378646	1129.850418	433.770671	536.978565
YAR033W	MST28	161.337533	896.865012	634.193075	210.058804	242.70888
YAR035C-A	YAR035C-A	0	0	0	0	0
YAR035W	YAT1	45.730409	81.802863	42.419382	143.239658	45.962835
YAR042W	SWH1	1326.632132	1174.328549	1130.9171	879.389292	987.571427
YAR047C	YAR047C	0	0	540.618335	139.309565	0
YAR050W	FLO1	37.949795	62.840059	48.159077	79.9275	87.452226
YAR053W	YAR053W	0	0	0	0	0
YAR060C	YAR060C	248.828801	0	894.492096	0	246.459092
YAR061W	YAR061W	0	0	0	0	0
YAR062W	YAR062W	100.919813	0	110.877175	52.516525	0
YAR064W	YAR064W	0	0	0	0	0
YAR066W	YAR066W	292.571025	614.877317	425.131268	253.790445	1074.92386
YAR068W	YAR068W	1629.923875	1100.352483	1874.810872	705.500828	950.236998
YAR069C	YAR069C	0	0	0	0	312.854468
YAR070C	YAR070C	0	0	0	0	0
