gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
YAR015W	ADE1	3202.124625	3403.551422	4214.896624	2915.040328	2383.323228
YAR018C	KIN3	797.885865	479.68557	495.683957	528.958513	565.123939
YAR019C	CDC15	346.270176	474.305916	504.12845	227.410206	300.432202
YAR019W-A	YAR019W-A	0	0	0	0	0
YAR020C	PAU7	0	0	0	0	0
YAR023C	YAR023C	122.285001	125.001805	322.927108	129.549447	0
YAR027W	UIP3	2107.040976	2611.937298	3026.207757	1161.479072	1618.512625
YAR028W	YAR028W	1525.553156	1035.729249	2305.202748	718.751533	942.266661
YAR029W	YAR029W	576.471192	2846.851639	5883.598647	0	0
YAR030C	YAR030C	508.13154	0	407.121956	133.999431	0
YAR031W	PRM9	1060.946973	728.372195	1215.843031	397.062253	568.104995
YAR033W	MST28	84.752953	956.057768	823.286696	224.609854	342.642422
YAR035C-A	YAR035C-A	0	0	0	0	0
YAR035W	YAT1	47.960403	79.935003	41.30049	152.634421	48.540644
YAR042W	SWH1	1390.882243	1147.514313	1118.026803	900.971121	1015.358803
YAR047C	YAR047C	0	0	526.358495	149.875516	0
YAR050W	FLO1	44.458147	68.529448	59.049415	73.02549	71.321671
YAR053W	YAR053W	0	0	0	0	0
YAR060C	YAR060C	262.239681	0	870.89816	0	262.144841
YAR061W	YAR061W	0	0	0	0	0
YAR062W	YAR062W	106.080718	0	107.952578	56.217352	0
YAR064W	YAR064W	0	0	0	0	0
YAR066W	YAR066W	307.505695	600.837408	413.91762	271.614624	1138.847875
YAR068W	YAR068W	1285.958482	1382.435218	1904.722599	378.341661	1008.193442
YAR069C	YAR069C	0	0	0	0	332.980279
YAR070C	YAR070C	0	0	0	0	0
